Seed,Theta,Inf,Alpha
2667,0.5,1.05279e+01,9.96894e+01
2667,1.0,1.05277e+01,9.91955e+01
2668,0.0,1.04481e+01,1.00644e+02
2668,0.5,1.04481e+01,1.00140e+02
2668,1.0,1.04481e+01,9.96409e+01
2669,0.0,1.04837e+01,1.00949e+02
2669,0.5,1.04834e+01,1.00447e+02
2669,1.0,1.04831e+01,9.99510e+01
2670,0.0,1.04934e+01,1.01491e+02
2670,0.5,1.04929e+01,1.00991e+02
2670,1.0,1.04925e+01,1.00496e+02
2671,0.0,1.05751e+01,9.94574e+01
2671,0.5,1.05756e+01,9.89569e+01
2671,1.0,1.05760e+01,9.84614e+01
2672,0.0,1.00958e+01,1.00977e+02
2672,0.5,1.00955e+01,1.00472e+02
2672,1.0,1.00952e+01,9.99707e+01
2673,0.0,1.03487e+01,1.02169e+02
2673,0.5,1.03488e+01,1.01655e+02
2673,1.0,1.03488e+01,1.01146e+02
2674,0.0,1.05203e+01,1.00241e+02
2674,0.5,1.05209e+01,9.97335e+01
2674,1.0,1.05215e+01,9.92311e+01
2675,0.0,1.04839e+01,1.00984e+02
2675,0.5,1.04832e+01,1.00489e+02
2675,1.0,1.04825e+01,9.99984e+01
2676,0.0,1.06779e+01,9.76470e+01
2676,0.5,1.06796e+01,9.71403e+01
2676,1.0,1.06812e+01,9.66388e+01
2677,0.0,1.05949e+01,9.95144e+01
2677,0.5,1.05960e+01,9.90056e+01
2677,1.0,1.05970e+01,9.85020e+01
2678,0.0,1.06024e+01,1.01109e+02
2678,0.5,1.06014e+01,1.00613e+02
2678,1.0,1.06005e+01,1.00122e+02
2679,0.0,1.02940e+01,1.03932e+02
2679,0.5,1.02931e+01,1.03420e+02
2679,1.0,1.02923e+01,1.02913e+02
2680,0.0,1.06182e+01,9.96870e+01
2680,0.5,1.06184e+01,9.91899e+01
2680,1.0,1.06185e+01,9.86977e+01
2681,0.0,1.03864e+01,1.01350e+02
2681,0.5,1.03857e+01,1.00854e+02
2681,1.0,1.03849e+01,1.00362e+02
2682,0.0,1.04188e+01,9.96259e+01
2682,0.5,1.04191e+01,9.91184e+01
2682,1.0,1.04194e+01,9.86160e+01
2683,0.0,1.05458e+01,1.00997e+02
2683,0.5,1.05455e+01,1.00500e+02
2683,1.0,1.05451e+01,1.00008e+02
2684,0.0,1.05078e+01,9.95195e+01
2684,0.5,1.05083e+01,9.90189e+01
2684,1.0,1.05087e+01,9.85233e+01
2685,0.0,1.04376e+01,1.00556e+02
2685,0.5,1.04375e+01,1.00053e+02
2685,1.0,1.04374e+01,9.95549e+01
2686,0.0,1.05056e+01,1.00127e+02
2686,0.5,1.05060e+01,9.96200e+01
2686,1.0,1.05065e+01,9.91176e+01
2687,0.0,1.02911e+01,1.00505e+02
2687,0.5,1.02912e+01,9.99998e+01
2687,1.0,1.02913e+01,9.94993e+01
2688,0.0,1.04094e+01,1.01516e+02
2688,0.5,1.04091e+01,1.01011e+02
2688,1.0,1.04088e+01,1.00511e+02
2689,0.0,1.01604e+01,1.02434e+02
2689,0.5,1.01600e+01,1.01920e+02
2689,1.0,1.01596e+01,1.01412e+02
2690,0.0,1.04945e+01,1.00406e+02
2690,0.5,1.04942e+01,9.99086e+01
2690,1.0,1.04938e+01,9.94158e+01
2691,0.0,1.03989e+01,1.00353e+02
2691,0.5,1.03987e+01,9.98529e+01
2691,1.0,1.03985e+01,9.93579e+01
2692,0.0,1.03346e+01,1.01453e+02
2692,0.5,1.03343e+01,1.00945e+02
2692,1.0,1.03341e+01,1.00442e+02
2693,0.0,1.04183e+01,1.00678e+02
2693,0.5,1.04181e+01,1.00176e+02
2693,1.0,1.04180e+01,9.96790e+01
2694,0.0,1.02962e+01,1.02694e+02
2694,0.5,1.02953e+01,1.02186e+02
2694,1.0,1.02943e+01,1.01682e+02
2695,0.0,1.03915e+01,1.00990e+02
2695,0.5,1.03912e+01,1.00489e+02
2695,1.0,1.03909e+01,9.99927e+01
2696,0.0,1.03459e+01,1.01256e+02
2696,0.5,1.03463e+01,1.00744e+02
2696,1.0,1.03467e+01,1.00237e+02
2697,0.0,1.04707e+01,9.91377e+01
2697,0.5,1.04708e+01,9.86413e+01
2697,1.0,1.04709e+01,9.81500e+01
2698,0.0,1.04313e+01,1.02279e+02
2698,0.5,1.04310e+01,1.01770e+02
2698,1.0,1.04307e+01,1.01267e+02
2699,0.0,1.04714e+01,1.00224e+02
2699,0.5,1.04715e+01,9.97220e+01
2699,1.0,1.04716e+01,9.92247e+01
2700,0.0,1.06334e+01,9.89032e+01
2700,0.5,1.06336e+01,9.84082e+01
2700,1.0,1.06338e+01,9.79182e+01
2701,0.0,1.04402e+01,1.01099e+02
2701,0.5,1.04401e+01,1.00596e+02
2701,1.0,1.04400e+01,1.00097e+02
2702,0.0,1.04293e+01,1.00988e+02
2702,0.5,1.04295e+01,1.00485e+02
2702,1.0,1.04297e+01,9.99859e+01
2703,0.0,1.05570e+01,9.98754e+01
2703,0.5,1.05572e+01,9.93729e+01
2703,1.0,1.05573e+01,9.88754e+01
2704,0.0,1.03991e+01,1.00964e+02
2704,0.5,1.03992e+01,1.00458e+02
2704,1.0,1.03993e+01,9.99576e+01
2705,0.0,1.05464e+01,1.00390e+02
2705,0.5,1.05462e+01,9.98920e+01
2705,1.0,1.05460e+01,9.93991e+01
2706,0.0,1.05856e+01,9.95022e+01
2706,0.5,1.05861e+01,9.90003e+01
2706,1.0,1.05865e+01,9.85034e+01
2707,0.0,1.04329e+01,9.87305e+01
2707,0.5,1.04338e+01,9.82272e+01
2707,1.0,1.04348e+01,9.77290e+01
2708,0.0,1.06667e+01,9.89368e+01
2708,0.5,1.06672e+01,9.84430e+01
2708,1.0,1.06677e+01,9.79541e+01
2709,0.0,1.02369e+01,1.02064e+02
2709,0.5,1.02366e+01,1.01554e+02
2709,1.0,1.02363e+01,1.01048e+02
2710,0.0,1.06976e+01,1.00115e+02
2710,0.5,1.06978e+01,9.96222e+01
2710,1.0,1.06980e+01,9.91341e+01
2711,0.0,1.01328e+01,1.02791e+02
2711,0.5,1.01326e+01,1.02273e+02
2711,1.0,1.01325e+01,1.01760e+02
2712,0.0,1.06210e+01,1.00342e+02
2712,0.5,1.06207e+01,9.98458e+01
2712,1.0,1.06204e+01,9.93545e+01
2713,0.0,1.06585e+01,9.93015e+01
2713,0.5,1.06587e+01,9.88065e+01
2713,1.0,1.06589e+01,9.83164e+01
2714,0.0,1.02866e+01,1.02112e+02
2714,0.5,1.02868e+01,1.01596e+02
2714,1.0,1.02871e+01,1.01085e+02
2715,0.0,1.05528e+01,9.96884e+01
2715,0.5,1.05533e+01,9.91859e+01
2715,1.0,1.05539e+01,9.86883e+01
2716,0.0,1.06069e+01,9.84556e+01
2716,0.5,1.06082e+01,9.79509e+01
2716,1.0,1.06096e+01,9.74512e+01
2717,0.0,1.07217e+01,9.90436e+01
2717,0.5,1.07220e+01,9.85496e+01
2717,1.0,1.07222e+01,9.80605e+01
2718,0.0,1.05682e+01,1.01054e+02
2718,0.5,1.05678e+01,1.00557e+02
2718,1.0,1.05674e+01,1.00065e+02
2719,0.0,1.05008e+01,1.00737e+02
2719,0.5,1.05005e+01,1.00236e+02
2719,1.0,1.05001e+01,9.97399e+01
2720,0.0,1.04821e+01,1.00567e+02
2720,0.5,1.04823e+01,1.00064e+02
2720,1.0,1.04825e+01,9.95667e+01
2721,0.0,1.01208e+01,1.03399e+02
2721,0.5,1.01199e+01,1.02883e+02
2721,1.0,1.01191e+01,1.02373e+02
2722,0.0,1.05760e+01,9.96839e+01
2722,0.5,1.05759e+01,9.91898e+01
2722,1.0,1.05757e+01,9.87007e+01
2723,0.0,1.01381e+01,1.03256e+02
2723,0.5,1.01375e+01,1.02738e+02
2723,1.0,1.01369e+01,1.02225e+02
2724,0.0,1.07160e+01,9.85914e+01
2724,0.5,1.07168e+01,9.80953e+01
2724,1.0,1.07176e+01,9.76042e+01
2725,0.0,1.03560e+01,1.01463e+02
2725,0.5,1.03564e+01,1.00946e+02
2725,1.0,1.03569e+01,1.00434e+02
2726,0.0,1.09078e+01,9.70876e+01
2726,0.5,1.09082e+01,9.66045e+01
2726,1.0,1.09087e+01,9.61262e+01
2727,0.0,1.04515e+01,1.00165e+02
2727,0.5,1.04526e+01,9.96495e+01
2727,1.0,1.04536e+01,9.91393e+01
2728,0.0,1.01831e+01,1.02673e+02
2728,0.5,1.01834e+01,1.02148e+02
2728,1.0,1.01837e+01,1.01629e+02
2729,0.0,1.03016e+01,1.00527e+02
2729,0.5,1.03017e+01,1.00020e+02
2729,1.0,1.03019e+01,9.95177e+01
2730,0.0,1.04101e+01,1.00564e+02
2730,0.5,1.04101e+01,1.00061e+02
2730,1.0,1.04101e+01,9.95623e+01
2731,0.0,1.06075e+01,9.79109e+01
2731,0.5,1.06085e+01,9.74138e+01
2731,1.0,1.06096e+01,9.69216e+01
2732,0.0,1.02702e+01,1.02318e+02
2732,0.5,1.02696e+01,1.01808e+02
2732,1.0,1.02689e+01,1.01302e+02
2733,0.0,1.04674e+01,9.85358e+01
2733,0.5,1.04682e+01,9.80303e+01
2733,1.0,1.04690e+01,9.75300e+01
2734,0.0,1.00164e+01,1.03443e+02
2734,0.5,1.00157e+01,1.02925e+02
2734,1.0,1.00149e+01,1.02412e+02
2735,0.0,1.03029e+01,1.00785e+02
2735,0.5,1.03024e+01,1.00281e+02
2735,1.0,1.03020e+01,9.97825e+01
2736,0.0,1.04572e+01,1.00528e+02
2736,0.5,1.04564e+01,1.00034e+02
2736,1.0,1.04556e+01,9.95446e+01
2737,0.0,1.03625e+01,1.00661e+02
2737,0.5,1.03625e+01,1.00154e+02
2737,1.0,1.03625e+01,9.96520e+01
2738,0.0,1.03443e+01,1.03174e+02
2738,0.5,1.03438e+01,1.02664e+02
2738,1.0,1.03434e+01,1.02159e+02
2739,0.0,1.05374e+01,9.98927e+01
2739,0.5,1.05380e+01,9.93883e+01
2739,1.0,1.05385e+01,9.88888e+01
2740,0.0,1.06023e+01,9.98248e+01
2740,0.5,1.06025e+01,9.93271e+01
2740,1.0,1.06027e+01,9.88343e+01
2741,0.0,1.02187e+01,1.01460e+02
2741,0.5,1.02187e+01,1.00946e+02
2741,1.0,1.02188e+01,1.00437e+02
2742,0.0,9.96136e+00,1.04973e+02
2742,0.5,9.95991e+00,1.04456e+02
2742,1.0,9.95847e+00,1.03943e+02
2743,0.0,1.02362e+01,1.03145e+02
2743,0.5,1.02356e+01,1.02630e+02
2743,1.0,1.02351e+01,1.02120e+02
2744,0.0,1.05574e+01,9.86248e+01
2744,0.5,1.05578e+01,9.81280e+01
2744,1.0,1.05583e+01,9.76361e+01
2745,0.0,1.04004e+01,1.01219e+02
2745,0.5,1.04008e+01,1.00708e+02
2745,1.0,1.04012e+01,1.00201e+02
2746,0.0,1.02530e+01,1.02033e+02
2746,0.5,1.02522e+01,1.01528e+02
2746,1.0,1.02514e+01,1.01027e+02
2747,0.0,1.04701e+01,1.00340e+02
2747,0.5,1.04697e+01,9.98420e+01
2747,1.0,1.04692e+01,9.93492e+01
2748,0.0,1.05256e+01,9.99345e+01
2748,0.5,1.05260e+01,9.94309e+01
2748,1.0,1.05264e+01,9.89322e+01
2749,0.0,1.03500e+01,1.01397e+02
2749,0.5,1.03497e+01,1.00889e+02
2749,1.0,1.03494e+01,1.00385e+02
2750,0.0,1.05845e+01,1.00229e+02
2750,0.5,1.05843e+01,9.97347e+01
2750,1.0,1.05841e+01,9.92448e+01
2751,0.0,1.05928e+01,1.00352e+02
2751,0.5,1.05936e+01,9.98460e+01
2751,1.0,1.05943e+01,9.93452e+01
2752,0.0,1.02531e+01,1.01893e+02
2752,0.5,1.02528e+01,1.01385e+02
2752,1.0,1.02525e+01,1.00881e+02
2753,0.0,1.05696e+01,9.96146e+01
2753,0.5,1.05701e+01,9.91131e+01
2753,1.0,1.05705e+01,9.86165e+01
2754,0.0,1.06456e+01,1.00089e+02
2754,0.5,1.06453e+01,9.95945e+01
2754,1.0,1.06451e+01,9.91045e+01
2755,0.0,1.03435e+01,1.01405e+02
2755,0.5,1.03438e+01,1.00890e+02
2755,1.0,1.03440e+01,1.00379e+02
2756,0.0,1.05033e+01,1.00564e+02
2756,0.5,1.05031e+01,1.00064e+02
2756,1.0,1.05028e+01,9.95696e+01
2757,0.0,1.02360e+01,1.01925e+02
2757,0.5,1.02357e+01,1.01412e+02
2757,1.0,1.02354e+01,1.00905e+02
2758,0.0,1.06378e+01,9.93650e+01
2758,0.5,1.06378e+01,9.88708e+01
2758,1.0,1.06378e+01,9.83815e+01
2759,0.0,1.04929e+01,1.00593e+02
2759,0.5,1.04932e+01,1.00089e+02
2759,1.0,1.04934e+01,9.95897e+01
2760,0.0,1.05037e+01,1.00380e+02
2760,0.5,1.05039e+01,9.98740e+01
2760,1.0,1.05040e+01,9.93731e+01
2761,0.0,1.07244e+01,9.83518e+01
2761,0.5,1.07261e+01,9.78451e+01
2761,1.0,1.07278e+01,9.73434e+01
2762,0.0,1.09323e+01,9.75254e+01
2762,0.5,1.09327e+01,9.70429e+01
2762,1.0,1.09330e+01,9.65654e+01
2763,0.0,1.03949e+01,1.00949e+02
2763,0.5,1.03944e+01,1.00445e+02
2763,1.0,1.03940e+01,9.99462e+01
2764,0.0,1.03242e+01,1.01778e+02
2764,0.5,1.03241e+01,1.01268e+02
2764,1.0,1.03240e+01,1.00763e+02
2765,0.0,1.02163e+01,1.01873e+02
2765,0.5,1.02161e+01,1.01365e+02
2765,1.0,1.02159e+01,1.00862e+02
2766,0.0,1.05709e+01,1.00155e+02
2766,0.5,1.05706e+01,9.96576e+01
2766,1.0,1.05702e+01,9.91652e+01
2767,0.0,1.05605e+01,9.99781e+01
2767,0.5,1.05608e+01,9.94753e+01
2767,1.0,1.05611e+01,9.89776e+01
2768,0.0,1.06857e+01,9.89412e+01
2768,0.5,1.06860e+01,9.84494e+01
2768,1.0,1.06862e+01,9.79625e+01
2769,0.0,1.05814e+01,9.75694e+01
2769,0.5,1.05824e+01,9.70726e+01
2769,1.0,1.05835e+01,9.65809e+01
2770,0.0,1.09835e+01,9.72943e+01
2770,0.5,1.09836e+01,9.68130e+01
2770,1.0,1.09837e+01,9.63365e+01
2771,0.0,1.02577e+01,1.03205e+02
2771,0.5,1.02574e+01,1.02688e+02
2771,1.0,1.02571e+01,1.02176e+02
2772,0.0,1.04531e+01,1.01818e+02
2772,0.5,1.04530e+01,1.01311e+02
2772,1.0,1.04529e+01,1.00809e+02
2773,0.0,1.07530e+01,9.78658e+01
2773,0.5,1.07542e+01,9.73698e+01
2773,1.0,1.07554e+01,9.68789e+01
2774,0.0,1.01916e+01,1.03100e+02
2774,0.5,1.01910e+01,1.02586e+02
2774,1.0,1.01905e+01,1.02077e+02
2775,0.0,1.04389e+01,9.95464e+01
2775,0.5,1.04385e+01,9.90517e+01
2775,1.0,1.04382e+01,9.85619e+01
2776,0.0,1.05361e+01,9.98526e+01
2776,0.5,1.05362e+01,9.93503e+01
2776,1.0,1.05364e+01,9.88530e+01
2777,0.0,1.06117e+01,1.00511e+02
2777,0.5,1.06109e+01,1.00021e+02
2777,1.0,1.06101e+01,9.95359e+01
2778,0.0,1.01198e+01,1.01347e+02
2778,0.5,1.01200e+01,1.00832e+02
2778,1.0,1.01201e+01,1.00321e+02
2779,0.0,1.01293e+01,1.01861e+02
2779,0.5,1.01287e+01,1.01354e+02
2779,1.0,1.01280e+01,1.00852e+02
2780,0.0,1.02229e+01,1.02289e+02
2780,0.5,1.02224e+01,1.01779e+02
2780,1.0,1.02219e+01,1.01275e+02
2781,0.0,1.02041e+01,1.02268e+02
2781,0.5,1.02035e+01,1.01760e+02
2781,1.0,1.02028e+01,1.01256e+02
2782,0.0,1.03663e+01,1.02318e+02
2782,0.5,1.03660e+01,1.01808e+02
2782,1.0,1.03657e+01,1.01303e+02
2783,0.0,1.05057e+01,9.98905e+01
2783,0.5,1.05050e+01,9.93949e+01
2783,1.0,1.05043e+01,9.89042e+01
2784,0.0,1.03858e+01,1.01902e+02
2784,0.5,1.03858e+01,1.01391e+02
2784,1.0,1.03859e+01,1.00885e+02
2785,0.0,1.04968e+01,1.00896e+02
2785,0.5,1.04966e+01,1.00394e+02
2785,1.0,1.04964e+01,9.98977e+01
2786,0.0,1.05746e+01,9.91870e+01
2786,0.5,1.05755e+01,9.86843e+01
2786,1.0,1.05763e+01,9.81866e+01
2787,0.0,1.04976e+01,9.95429e+01
2787,0.5,1.04983e+01,9.90369e+01
2787,1.0,1.04990e+01,9.85360e+01
2788,0.0,1.03517e+01,1.02772e+02
2788,0.5,1.03510e+01,1.02263e+02
2788,1.0,1.03503e+01,1.01758e+02
2789,0.0,1.04717e+01,1.01001e+02
2789,0.5,1.04717e+01,1.00499e+02
2789,1.0,1.04717e+01,1.00003e+02
2790,0.0,1.02318e+01,1.03564e+02
2790,0.5,1.02306e+01,1.03056e+02
2790,1.0,1.02295e+01,1.02553e+02
2791,0.0,1.03233e+01,1.01277e+02
2791,0.5,1.03232e+01,1.00768e+02
2791,1.0,1.03231e+01,1.00264e+02
2792,0.0,1.04384e+01,1.00782e+02
2792,0.5,1.04377e+01,1.00287e+02
2792,1.0,1.04371e+01,9.97974e+01
2793,0.0,1.03586e+01,1.01229e+02
2793,0.5,1.03585e+01,1.00718e+02
2793,1.0,1.03584e+01,1.00213e+02
2794,0.0,1.02148e+01,1.02932e+02
2794,0.5,1.02142e+01,1.02420e+02
2794,1.0,1.02137e+01,1.01913e+02
2795,0.0,1.08999e+01,9.81153e+01
2795,0.5,1.09003e+01,9.76260e+01
2795,1.0,1.09007e+01,9.71417e+01
2796,0.0,1.04744e+01,1.00075e+02
2796,0.5,1.04748e+01,9.95698e+01
2796,1.0,1.04753e+01,9.90699e+01
2797,0.0,1.04417e+01,1.01510e+02
2797,0.5,1.04409e+01,1.01008e+02
2797,1.0,1.04402e+01,1.00511e+02
2798,0.0,1.03117e+01,1.01158e+02
2798,0.5,1.03115e+01,1.00656e+02
2798,1.0,1.03113e+01,1.00159e+02
2799,0.0,1.02351e+01,1.02549e+02
2799,0.5,1.02348e+01,1.02035e+02
2799,1.0,1.02345e+01,1.01527e+02
2800,0.0,1.04102e+01,1.01034e+02
2800,0.5,1.04104e+01,1.00522e+02
2800,1.0,1.04106e+01,1.00015e+02
2801,0.0,1.06478e+01,9.88619e+01
2801,0.5,1.06483e+01,9.83659e+01
2801,1.0,1.06488e+01,9.78748e+01
2802,0.0,1.04762e+01,1.00929e+02
2802,0.5,1.04762e+01,1.00426e+02
2802,1.0,1.04762e+01,9.99282e+01
2803,0.0,1.02825e+01,1.02593e+02
2803,0.5,1.02816e+01,1.02085e+02
2803,1.0,1.02807e+01,1.01583e+02
2804,0.0,1.03128e+01,1.02252e+02
2804,0.5,1.03124e+01,1.01744e+02
2804,1.0,1.03119e+01,1.01242e+02
2805,0.0,1.03868e+01,9.99419e+01
2805,0.5,1.03874e+01,9.94319e+01
2805,1.0,1.03881e+01,9.89271e+01
2806,0.0,1.03629e+01,1.01647e+02
2806,0.5,1.03626e+01,1.01141e+02
2806,1.0,1.03622e+01,1.00640e+02
2807,0.0,1.03232e+01,1.01763e+02
2807,0.5,1.03226e+01,1.01258e+02
2807,1.0,1.03220e+01,1.00758e+02
2808,0.0,1.02498e+01,1.03099e+02
2808,0.5,1.02486e+01,1.02592e+02
2808,1.0,1.02474e+01,1.02090e+02
2809,0.0,1.01727e+01,1.03661e+02
2809,0.5,1.01719e+01,1.03148e+02
2809,1.0,1.01712e+01,1.02640e+02
2810,0.0,1.04370e+01,1.02467e+02
2810,0.5,1.04361e+01,1.01962e+02
2810,1.0,1.04352e+01,1.01462e+02
2811,0.0,1.04308e+01,1.00395e+02
2811,0.5,1.04308e+01,9.98906e+01
2811,1.0,1.04309e+01,9.93916e+01
2812,0.0,1.05401e+01,9.88585e+01
2812,0.5,1.05412e+01,9.83525e+01
2812,1.0,1.05423e+01,9.78515e+01
2813,0.0,1.04842e+01,1.00712e+02
2813,0.5,1.04841e+01,1.00208e+02
2813,1.0,1.04840e+01,9.97083e+01
2814,0.0,1.02330e+01,1.01324e+02
2814,0.5,1.02327e+01,1.00814e+02
2814,1.0,1.02323e+01,1.00309e+02
2815,0.0,1.01422e+01,1.03068e+02
2815,0.5,1.01416e+01,1.02552e+02
2815,1.0,1.01411e+01,1.02041e+02
2816,0.0,1.06282e+01,9.93760e+01
2816,0.5,1.06287e+01,9.88782e+01
2816,1.0,1.06291e+01,9.83853e+01
2817,0.0,1.05274e+01,9.91913e+01
2817,0.5,1.05277e+01,9.86959e+01
2817,1.0,1.05279e+01,9.82054e+01
2818,0.0,1.04422e+01,1.00585e+02
2818,0.5,1.04425e+01,1.00080e+02
2818,1.0,1.04427e+01,9.95792e+01
2819,0.0,1.05065e+01,9.94473e+01
2819,0.5,1.05072e+01,9.89401e+01
2819,1.0,1.05079e+01,9.84380e+01
2820,0.0,1.03185e+01,1.02301e+02
2820,0.5,1.03175e+01,1.01798e+02
2820,1.0,1.03164e+01,1.01299e+02
2821,0.0,1.02066e+01,1.02980e+02
2821,0.5,1.02058e+01,1.02469e+02
2821,1.0,1.02049e+01,1.01963e+02
2822,0.0,1.01992e+01,1.02541e+02
2822,0.5,1.01987e+01,1.02031e+02
2822,1.0,1.01981e+01,1.01525e+02
2823,0.0,1.03339e+01,1.01999e+02
2823,0.5,1.03339e+01,1.01481e+02
2823,1.0,1.03339e+01,1.00968e+02
2824,0.0,1.03679e+01,1.01463e+02
2824,0.5,1.03671e+01,1.00963e+02
2824,1.0,1.03662e+01,1.00467e+02
2825,0.0,1.04832e+01,1.00265e+02
2825,0.5,1.04835e+01,9.97580e+01
2825,1.0,1.04838e+01,9.92560e+01
2826,0.0,1.02599e+01,1.03491e+02
2826,0.5,1.02597e+01,1.02973e+02
2826,1.0,1.02596e+01,1.02461e+02
2827,0.0,1.03013e+01,1.01342e+02
2827,0.5,1.03011e+01,1.00836e+02
2827,1.0,1.03008e+01,1.00335e+02
2828,0.0,1.05292e+01,1.01293e+02
2828,0.5,1.05285e+01,1.00796e+02
2828,1.0,1.05278e+01,1.00304e+02
2829,0.0,1.06369e+01,9.85995e+01
2829,0.5,1.06372e+01,9.81077e+01
2829,1.0,1.06375e+01,9.76208e+01
2830,0.0,1.04566e+01,1.00618e+02
2830,0.5,1.04572e+01,1.00109e+02
2830,1.0,1.04578e+01,9.96057e+01
2831,0.0,1.02028e+01,1.01605e+02
2831,0.5,1.02031e+01,1.01088e+02
2831,1.0,1.02035e+01,1.00576e+02
2832,0.0,1.04041e+01,1.01154e+02
2832,0.5,1.04037e+01,1.00649e+02
2832,1.0,1.04034e+01,1.00149e+02
2833,0.0,1.03576e+01,1.00750e+02
2833,0.5,1.03577e+01,1.00240e+02
2833,1.0,1.03578e+01,9.97352e+01
