Seed,Theta,Inf,Alpha
2834,0.0,1.04742e+01,1.01065e+02
2834,0.5,1.04741e+01,1.00560e+02
2834,1.0,1.04741e+01,1.00060e+02
2835,0.0,1.06105e+01,9.92217e+01
2835,0.5,1.06113e+01,9.87192e+01
2835,1.0,1.06120e+01,9.82217e+01
2836,0.0,1.07894e+01,9.81706e+01
2836,0.5,1.07896e+01,9.76851e+01
2836,1.0,1.07898e+01,9.72044e+01
2837,0.0,1.03328e+01,1.03016e+02
2837,0.5,1.03324e+01,1.02503e+02
2837,1.0,1.03321e+01,1.01995e+02
2838,0.0,1.02754e+01,1.02380e+02
2838,0.5,1.02755e+01,1.01861e+02
2838,1.0,1.02756e+01,1.01347e+02
2839,0.0,1.02903e+01,1.00875e+02
2839,0.5,1.02907e+01,1.00364e+02
2839,1.0,1.02910e+01,9.98588e+01
2840,0.0,1.02844e+01,1.02429e+02
2840,0.5,1.02835e+01,1.01925e+02
2840,1.0,1.02825e+01,1.01425e+02
2841,0.0,1.07690e+01,9.88848e+01
2841,0.5,1.07697e+01,9.83916e+01
2841,1.0,1.07704e+01,9.79033e+01
2842,0.0,1.03038e+01,1.01958e+02
2842,0.5,1.03038e+01,1.01444e+02
2842,1.0,1.03039e+01,1.00936e+02
2843,0.0,1.04365e+01,1.02665e+02
2843,0.5,1.04357e+01,1.02157e+02
2843,1.0,1.04350e+01,1.01655e+02
2844,0.0,1.05015e+01,9.99345e+01
2844,0.5,1.05019e+01,9.94305e+01
2844,1.0,1.05023e+01,9.89316e+01
2845,0.0,1.02614e+01,1.02010e+02
2845,0.5,1.02604e+01,1.01506e+02
2845,1.0,1.02593e+01,1.01007e+02
2846,0.0,1.05727e+01,1.00539e+02
2846,0.5,1.05731e+01,1.00031e+02
2846,1.0,1.05736e+01,9.95276e+01
2847,0.0,1.07407e+01,9.93699e+01
2847,0.5,1.07411e+01,9.88757e+01
2847,1.0,1.07415e+01,9.83862e+01
2848,0.0,1.04277e+01,1.00832e+02
2848,0.5,1.04281e+01,1.00320e+02
2848,1.0,1.04286e+01,9.98138e+01
2849,0.0,1.06117e+01,1.00325e+02
2849,0.5,1.06118e+01,9.98252e+01
2849,1.0,1.06118e+01,9.93309e+01
2850,0.0,1.02921e+01,1.02135e+02
2850,0.5,1.02917e+01,1.01624e+02
2850,1.0,1.02913e+01,1.01118e+02
2851,0.0,1.02669e+01,1.02139e+02
2851,0.5,1.02665e+01,1.01630e+02
2851,1.0,1.02661e+01,1.01127e+02
2852,0.0,1.05283e+01,1.00062e+02
2852,0.5,1.05288e+01,9.95584e+01
2852,1.0,1.05293e+01,9.90597e+01
2853,0.0,1.03846e+01,1.02050e+02
2853,0.5,1.03839e+01,1.01549e+02
2853,1.0,1.03832e+01,1.01052e+02
2854,0.0,1.02508e+01,1.03422e+02
2854,0.5,1.02500e+01,1.02912e+02
2854,1.0,1.02492e+01,1.02406e+02
2855,0.0,1.03148e+01,1.01634e+02
2855,0.5,1.03149e+01,1.01124e+02
2855,1.0,1.03151e+01,1.00618e+02
2856,0.0,1.06964e+01,9.84374e+01
2856,0.5,1.06964e+01,9.79498e+01
2856,1.0,1.06964e+01,9.74670e+01
2857,0.0,1.03854e+01,1.01920e+02
2857,0.5,1.03855e+01,1.01407e+02
2857,1.0,1.03855e+01,1.00900e+02
2858,0.0,1.06763e+01,1.00282e+02
2858,0.5,1.06756e+01,9.97930e+01
2858,1.0,1.06748e+01,9.93087e+01
2859,0.0,1.06144e+01,9.97850e+01
2859,0.5,1.06145e+01,9.92864e+01
2859,1.0,1.06147e+01,9.87927e+01
2860,0.0,1.04807e+01,1.00392e+02
2860,0.5,1.04798e+01,9.98987e+01
2860,1.0,1.04790e+01,9.94106e+01
2861,0.0,1.05843e+01,9.96387e+01
2861,0.5,1.05851e+01,9.91352e+01
2861,1.0,1.05859e+01,9.86367e+01
2862,0.0,1.04225e+01,1.02557e+02
2862,0.5,1.04222e+01,1.02046e+02
2862,1.0,1.04219e+01,1.01540e+02
2863,0.0,1.01489e+01,1.02924e+02
2863,0.5,1.01486e+01,1.02407e+02
2863,1.0,1.01482e+01,1.01894e+02
2864,0.0,1.06483e+01,9.98504e+01
2864,0.5,1.06481e+01,9.93559e+01
2864,1.0,1.06479e+01,9.88662e+01
2865,0.0,1.05854e+01,9.90259e+01
2865,0.5,1.05861e+01,9.85210e+01
2865,1.0,1.05868e+01,9.80211e+01
2866,0.0,1.07325e+01,9.85546e+01
2866,0.5,1.07331e+01,9.80606e+01
2866,1.0,1.07336e+01,9.75716e+01
2867,0.0,1.05556e+01,9.97910e+01
2867,0.5,1.05554e+01,9.92940e+01
2867,1.0,1.05553e+01,9.88020e+01
2868,0.0,1.06813e+01,9.85275e+01
2868,0.5,1.06818e+01,9.80337e+01
2868,1.0,1.06824e+01,9.75450e+01
2869,0.0,1.07060e+01,9.79069e+01
2869,0.5,1.07067e+01,9.74151e+01
2869,1.0,1.07074e+01,9.69282e+01
2870,0.0,1.03105e+01,1.01380e+02
2870,0.5,1.03099e+01,1.00877e+02
2870,1.0,1.03092e+01,1.00378e+02
2871,0.0,1.03668e+01,1.01749e+02
2871,0.5,1.03662e+01,1.01243e+02
2871,1.0,1.03656e+01,1.00743e+02
2872,0.0,1.05100e+01,1.01162e+02
2872,0.5,1.05100e+01,1.00660e+02
2872,1.0,1.05099e+01,1.00163e+02
2873,0.0,1.06051e+01,9.92864e+01
2873,0.5,1.06054e+01,9.87898e+01
2873,1.0,1.06057e+01,9.82982e+01
2874,0.0,1.03959e+01,1.01199e+02
2874,0.5,1.03960e+01,1.00688e+02
2874,1.0,1.03961e+01,1.00181e+02
2875,0.0,1.05178e+01,9.97661e+01
2875,0.5,1.05182e+01,9.92642e+01
2875,1.0,1.05185e+01,9.87674e+01
2876,0.0,1.03980e+01,1.01196e+02
2876,0.5,1.03980e+01,1.00688e+02
2876,1.0,1.03979e+01,1.00184e+02
2877,0.0,1.04770e+01,1.00084e+02
2877,0.5,1.04778e+01,9.95746e+01
2877,1.0,1.04786e+01,9.90699e+01
2878,0.0,1.05064e+01,1.00978e+02
2878,0.5,1.05061e+01,1.00476e+02
2878,1.0,1.05057e+01,9.99784e+01
2879,0.0,1.03617e+01,1.02237e+02
2879,0.5,1.03610e+01,1.01729e+02
2879,1.0,1.03604e+01,1.01225e+02
2880,0.0,1.03589e+01,1.01030e+02
2880,0.5,1.03593e+01,1.00519e+02
2880,1.0,1.03597e+01,1.00013e+02
2881,0.0,1.05684e+01,9.98281e+01
2881,0.5,1.05691e+01,9.93260e+01
2881,1.0,1.05699e+01,9.88290e+01
2882,0.0,1.03677e+01,1.01754e+02
2882,0.5,1.03665e+01,1.01258e+02
2882,1.0,1.03654e+01,1.00767e+02
2883,0.0,1.05380e+01,1.00291e+02
2883,0.5,1.05381e+01,9.97907e+01
2883,1.0,1.05382e+01,9.92957e+01
2884,0.0,1.04822e+01,1.01493e+02
2884,0.5,1.04816e+01,1.00993e+02
2884,1.0,1.04810e+01,1.00498e+02
2885,0.0,1.03532e+01,1.02489e+02
2885,0.5,1.03527e+01,1.01981e+02
2885,1.0,1.03522e+01,1.01479e+02
2886,0.0,1.01074e+01,1.04023e+02
2886,0.5,1.01061e+01,1.03511e+02
2886,1.0,1.01049e+01,1.03004e+02
2887,0.0,1.04948e+01,9.97713e+01
2887,0.5,1.04953e+01,9.92650e+01
2887,1.0,1.04958e+01,9.87637e+01
2888,0.0,1.07488e+01,1.00501e+02
2888,0.5,1.07489e+01,9.99995e+01
2888,1.0,1.07490e+01,9.95031e+01
2889,0.0,1.04425e+01,1.02563e+02
2889,0.5,1.04417e+01,1.02059e+02
2889,1.0,1.04408e+01,1.01560e+02
2890,0.0,1.04553e+01,9.92669e+01
2890,0.5,1.04558e+01,9.87655e+01
2890,1.0,1.04563e+01,9.82692e+01
2891,0.0,1.01686e+01,1.03159e+02
2891,0.5,1.01684e+01,1.02638e+02
2891,1.0,1.01681e+01,1.02123e+02
2892,0.0,1.06669e+01,9.91449e+01
2892,0.5,1.06670e+01,9.86551e+01
2892,1.0,1.06670e+01,9.81702e+01
2893,0.0,1.06865e+01,9.96226e+01
2893,0.5,1.06868e+01,9.91237e+01
2893,1.0,1.06871e+01,9.86297e+01
2894,0.0,1.01630e+01,1.02942e+02
2894,0.5,1.01620e+01,1.02432e+02
2894,1.0,1.01611e+01,1.01926e+02
2895,0.0,1.05056e+01,9.95551e+01
2895,0.5,1.05062e+01,9.90495e+01
2895,1.0,1.05068e+01,9.85490e+01
2896,0.0,1.05452e+01,9.91689e+01
2896,0.5,1.05452e+01,9.86718e+01
2896,1.0,1.05451e+01,9.81796e+01
2897,0.0,1.04582e+01,9.98395e+01
2897,0.5,1.04580e+01,9.93402e+01
2897,1.0,1.04577e+01,9.88459e+01
2898,0.0,1.02526e+01,1.01284e+02
2898,0.5,1.02519e+01,1.00780e+02
2898,1.0,1.02512e+01,1.00281e+02
2899,0.0,1.04107e+01,1.01405e+02
2899,0.5,1.04106e+01,1.00894e+02
2899,1.0,1.04106e+01,1.00389e+02
2900,0.0,1.05614e+01,9.99748e+01
2900,0.5,1.05616e+01,9.94701e+01
2900,1.0,1.05617e+01,9.89704e+01
2901,0.0,1.06486e+01,9.78457e+01
2901,0.5,1.06496e+01,9.73494e+01
2901,1.0,1.06507e+01,9.68581e+01
2902,0.0,1.06250e+01,9.84006e+01
2902,0.5,1.06255e+01,9.79046e+01
2902,1.0,1.06260e+01,9.74135e+01
2903,0.0,1.01947e+01,1.02154e+02
2903,0.5,1.01949e+01,1.01636e+02
2903,1.0,1.01951e+01,1.01123e+02
2904,0.0,1.02334e+01,1.02170e+02
2904,0.5,1.02322e+01,1.01667e+02
2904,1.0,1.02310e+01,1.01168e+02
2905,0.0,1.04807e+01,1.00536e+02
2905,0.5,1.04808e+01,1.00037e+02
2905,1.0,1.04809e+01,9.95423e+01
2906,0.0,1.06134e+01,1.00769e+02
2906,0.5,1.06138e+01,1.00261e+02
2906,1.0,1.06142e+01,9.97585e+01
2907,0.0,1.07405e+01,9.84542e+01
2907,0.5,1.07416e+01,9.79554e+01
2907,1.0,1.07427e+01,9.74616e+01
2908,0.0,1.07382e+01,9.82918e+01
2908,0.5,1.07394e+01,9.77893e+01
2908,1.0,1.07407e+01,9.72918e+01
2909,0.0,1.04676e+01,1.00115e+02
2909,0.5,1.04672e+01,9.96180e+01
2909,1.0,1.04668e+01,9.91255e+01
2910,0.0,1.03055e+01,1.01503e+02
2910,0.5,1.03047e+01,1.01002e+02
2910,1.0,1.03040e+01,1.00505e+02
2911,0.0,1.02850e+01,1.01642e+02
2911,0.5,1.02847e+01,1.01133e+02
2911,1.0,1.02844e+01,1.00628e+02
2912,0.0,1.07638e+01,9.84773e+01
2912,0.5,1.07642e+01,9.79857e+01
2912,1.0,1.07646e+01,9.74989e+01
2913,0.0,1.02523e+01,1.02619e+02
2913,0.5,1.02509e+01,1.02121e+02
2913,1.0,1.02495e+01,1.01627e+02
2914,0.0,1.06982e+01,9.84840e+01
2914,0.5,1.06980e+01,9.79988e+01
2914,1.0,1.06978e+01,9.75184e+01
2915,0.0,1.06443e+01,9.97336e+01
2915,0.5,1.06444e+01,9.92373e+01
2915,1.0,1.06444e+01,9.87461e+01
2916,0.0,1.04652e+01,1.00934e+02
2916,0.5,1.04656e+01,1.00422e+02
2916,1.0,1.04660e+01,9.99157e+01
2917,0.0,1.06229e+01,9.85062e+01
2917,0.5,1.06237e+01,9.80071e+01
2917,1.0,1.06245e+01,9.75130e+01
2918,0.0,1.02621e+01,1.02414e+02
2918,0.5,1.02619e+01,1.01900e+02
2918,1.0,1.02616e+01,1.01391e+02
2919,0.0,1.05193e+01,9.88171e+01
2919,0.5,1.05199e+01,9.83166e+01
2919,1.0,1.05204e+01,9.78212e+01
2920,0.0,1.04714e+01,9.87707e+01
2920,0.5,1.04720e+01,9.82719e+01
2920,1.0,1.04727e+01,9.77781e+01
2921,0.0,1.06619e+01,9.84239e+01
2921,0.5,1.06630e+01,9.79246e+01
2921,1.0,1.06640e+01,9.74302e+01
2922,0.0,1.04915e+01,1.00428e+02
2922,0.5,1.04926e+01,9.99154e+01
2922,1.0,1.04937e+01,9.94079e+01
2923,0.0,1.05502e+01,9.96557e+01
2923,0.5,1.05510e+01,9.91496e+01
2923,1.0,1.05518e+01,9.86485e+01
2924,0.0,1.04411e+01,1.00331e+02
2924,0.5,1.04417e+01,9.98217e+01
2924,1.0,1.04423e+01,9.93174e+01
2925,0.0,1.04281e+01,1.02436e+02
2925,0.5,1.04273e+01,1.01936e+02
2925,1.0,1.04264e+01,1.01440e+02
2926,0.0,1.03933e+01,1.00165e+02
2926,0.5,1.03940e+01,9.96563e+01
2926,1.0,1.03947e+01,9.91530e+01
2927,0.0,1.01316e+01,1.03884e+02
2927,0.5,1.01301e+01,1.03377e+02
2927,1.0,1.01287e+01,1.02876e+02
2928,0.0,1.04845e+01,9.89899e+01
2928,0.5,1.04853e+01,9.84848e+01
2928,1.0,1.04861e+01,9.79847e+01
2929,0.0,1.02523e+01,1.00815e+02
2929,0.5,1.02531e+01,1.00297e+02
2929,1.0,1.02539e+01,9.97835e+01
2930,0.0,1.06774e+01,9.90550e+01
2930,0.5,1.06783e+01,9.85528e+01
2930,1.0,1.06792e+01,9.80556e+01
2931,0.0,1.02754e+01,1.02624e+02
2931,0.5,1.02740e+01,1.02125e+02
2931,1.0,1.02727e+01,1.01632e+02
2932,0.0,1.05783e+01,1.00793e+02
2932,0.5,1.05780e+01,1.00298e+02
2932,1.0,1.05777e+01,9.98076e+01
2933,0.0,1.02336e+01,1.01249e+02
2933,0.5,1.02336e+01,1.00738e+02
2933,1.0,1.02335e+01,1.00233e+02
2934,0.0,1.02169e+01,1.02500e+02
2934,0.5,1.02164e+01,1.01990e+02
2934,1.0,1.02158e+01,1.01486e+02
2935,0.0,1.03253e+01,1.01462e+02
2935,0.5,1.03251e+01,1.00955e+02
2935,1.0,1.03248e+01,1.00453e+02
2936,0.0,1.04634e+01,9.97774e+01
2936,0.5,1.04631e+01,9.92784e+01
2936,1.0,1.04629e+01,9.87844e+01
2937,0.0,1.07166e+01,9.78454e+01
2937,0.5,1.07176e+01,9.73487e+01
2937,1.0,1.07187e+01,9.68569e+01
2938,0.0,1.07532e+01,9.76796e+01
2938,0.5,1.07541e+01,9.71873e+01
2938,1.0,1.07550e+01,9.67000e+01
2939,0.0,1.04751e+01,9.96574e+01
2939,0.5,1.04751e+01,9.91588e+01
2939,1.0,1.04751e+01,9.86652e+01
2940,0.0,1.07087e+01,9.77479e+01
2940,0.5,1.07100e+01,9.72479e+01
2940,1.0,1.07114e+01,9.67530e+01
2941,0.0,1.05483e+01,9.96522e+01
2941,0.5,1.05486e+01,9.91500e+01
2941,1.0,1.05490e+01,9.86528e+01
2942,0.0,1.05770e+01,9.82149e+01
2942,0.5,1.05771e+01,9.77268e+01
2942,1.0,1.05772e+01,9.72436e+01
2943,0.0,1.05540e+01,9.89399e+01
2943,0.5,1.05540e+01,9.84446e+01
2943,1.0,1.05540e+01,9.79543e+01
2944,0.0,1.02035e+01,1.00802e+02
2944,0.5,1.02033e+01,1.00294e+02
2944,1.0,1.02032e+01,9.97911e+01
2945,0.0,1.03894e+01,1.01585e+02
2945,0.5,1.03884e+01,1.01084e+02
2945,1.0,1.03874e+01,1.00589e+02
2946,0.0,1.03931e+01,1.00704e+02
2946,0.5,1.03934e+01,1.00193e+02
2946,1.0,1.03937e+01,9.96878e+01
2947,0.0,1.03433e+01,1.01236e+02
2947,0.5,1.03428e+01,1.00733e+02
2947,1.0,1.03422e+01,1.00236e+02
2948,0.0,1.06607e+01,9.98132e+01
2948,0.5,1.06607e+01,9.93190e+01
2948,1.0,1.06608e+01,9.88298e+01
2949,0.0,1.06085e+01,1.00479e+02
2949,0.5,1.06082e+01,9.99777e+01
2949,1.0,1.06079e+01,9.94812e+01
2950,0.0,1.04061e+01,1.01161e+02
2950,0.5,1.04057e+01,1.00659e+02
2950,1.0,1.04052e+01,1.00162e+02
2951,0.0,1.05063e+01,1.00420e+02
2951,0.5,1.05062e+01,9.99195e+01
2951,1.0,1.05061e+01,9.94235e+01
2952,0.0,1.03740e+01,1.00745e+02
2952,0.5,1.03739e+01,1.00242e+02
2952,1.0,1.03738e+01,9.97440e+01
2953,0.0,1.04279e+01,9.95531e+01
2953,0.5,1.04284e+01,9.90472e+01
2953,1.0,1.04289e+01,9.85465e+01
2954,0.0,1.10310e+01,9.60216e+01
2954,0.5,1.10330e+01,9.55290e+01
2954,1.0,1.10349e+01,9.50414e+01
2955,0.0,1.00615e+01,1.04569e+02
2955,0.5,1.00602e+01,1.04055e+02
2955,1.0,1.00589e+01,1.03546e+02
2956,0.0,1.04917e+01,9.92800e+01
2956,0.5,1.04919e+01,9.87826e+01
2956,1.0,1.04921e+01,9.82902e+01
2957,0.0,1.06087e+01,9.98349e+01
2957,0.5,1.06084e+01,9.93391e+01
2957,1.0,1.06082e+01,9.88481e+01
2958,0.0,1.05463e+01,1.01963e+02
2958,0.5,1.05458e+01,1.01461e+02
2958,1.0,1.05454e+01,1.00965e+02
2959,0.0,1.05187e+01,1.00554e+02
2959,0.5,1.05187e+01,1.00053e+02
2959,1.0,1.05187e+01,9.95575e+01
2960,0.0,1.06365e+01,9.81395e+01
2960,0.5,1.06370e+01,9.76476e+01
2960,1.0,1.06376e+01,9.71606e+01
2961,0.0,1.06505e+01,9.91762e+01
2961,0.5,1.06504e+01,9.86824e+01
2961,1.0,1.06504e+01,9.81935e+01
2962,0.0,1.06869e+01,9.97665e+01
2962,0.5,1.06870e+01,9.92709e+01
2962,1.0,1.06871e+01,9.87802e+01
2963,0.0,1.04282e+01,1.00827e+02
2963,0.5,1.04282e+01,1.00323e+02
2963,1.0,1.04283e+01,9.98233e+01
2964,0.0,1.03028e+01,1.03279e+02
2964,0.5,1.03020e+01,1.02770e+02
2964,1.0,1.03012e+01,1.02266e+02
2965,0.0,1.00018e+01,1.03587e+02
2965,0.5,1.00007e+01,1.03074e+02
2965,1.0,9.99966e+00,1.02565e+02
2966,0.0,1.03408e+01,1.00452e+02
2966,0.5,1.03410e+01,9.99442e+01
2966,1.0,1.03412e+01,9.94413e+01
2967,0.0,1.03670e+01,1.01026e+02
2967,0.5,1.03672e+01,1.00516e+02
2967,1.0,1.03674e+01,1.00012e+02
2968,0.0,1.03460e+01,1.00474e+02
2968,0.5,1.03460e+01,9.99680e+01
2968,1.0,1.03460e+01,9.94671e+01
2969,0.0,1.03950e+01,1.01332e+02
2969,0.5,1.03953e+01,1.00826e+02
2969,1.0,1.03956e+01,1.00324e+02
2970,0.0,1.05680e+01,9.97637e+01
2970,0.5,1.05682e+01,9.92641e+01
2970,1.0,1.05684e+01,9.87695e+01
2971,0.0,1.07853e+01,9.83919e+01
2971,0.5,1.07858e+01,9.79013e+01
2971,1.0,1.07864e+01,9.74156e+01
2972,0.0,1.01783e+01,1.01629e+02
2972,0.5,1.01779e+01,1.01119e+02
2972,1.0,1.01775e+01,1.00614e+02
2973,0.0,1.04084e+01,1.00819e+02
2973,0.5,1.04087e+01,1.00311e+02
2973,1.0,1.04091e+01,9.98076e+01
2974,0.0,1.03762e+01,1.02152e+02
2974,0.5,1.03758e+01,1.01642e+02
2974,1.0,1.03755e+01,1.01137e+02
2975,0.0,1.03812e+01,1.01529e+02
2975,0.5,1.03806e+01,1.01024e+02
2975,1.0,1.03801e+01,1.00524e+02
2976,0.0,1.05391e+01,9.94487e+01
2976,0.5,1.05397e+01,9.89493e+01
2976,1.0,1.05404e+01,9.84549e+01
2977,0.0,1.05199e+01,1.00259e+02
2977,0.5,1.05199e+01,9.97597e+01
2977,1.0,1.05200e+01,9.92653e+01
2978,0.0,1.05766e+01,9.98579e+01
2978,0.5,1.05764e+01,9.93661e+01
2978,1.0,1.05761e+01,9.88792e+01
2979,0.0,1.06731e+01,9.93584e+01
2979,0.5,1.06737e+01,9.88576e+01
2979,1.0,1.06743e+01,9.83617e+01
2980,0.0,1.04033e+01,1.02405e+02
2980,0.5,1.04025e+01,1.01902e+02
2980,1.0,1.04018e+01,1.01405e+02
2981,0.0,1.03445e+01,1.02104e+02
2981,0.5,1.03437e+01,1.01600e+02
2981,1.0,1.03429e+01,1.01101e+02
2982,0.0,1.05239e+01,1.01374e+02
2982,0.5,1.05229e+01,1.00880e+02
2982,1.0,1.05220e+01,1.00391e+02
2983,0.0,1.01865e+01,1.02085e+02
2983,0.5,1.01860e+01,1.01579e+02
2983,1.0,1.01855e+01,1.01077e+02
2984,0.0,1.06184e+01,9.84182e+01
2984,0.5,1.06192e+01,9.79213e+01
2984,1.0,1.06199e+01,9.74295e+01
2985,0.0,1.03269e+01,1.01095e+02
2985,0.5,1.03270e+01,1.00584e+02
2985,1.0,1.03270e+01,1.00079e+02
2986,0.0,1.05806e+01,1.00877e+02
2986,0.5,1.05801e+01,1.00377e+02
2986,1.0,1.05797e+01,9.98830e+01
2987,0.0,1.06383e+01,9.75069e+01
2987,0.5,1.06387e+01,9.70165e+01
2987,1.0,1.06392e+01,9.65311e+01
2988,0.0,1.08372e+01,9.78276e+01
2988,0.5,1.08381e+01,9.73372e+01
2988,1.0,1.08390e+01,9.68518e+01
2989,0.0,1.04078e+01,1.01911e+02
2989,0.5,1.04079e+01,1.01402e+02
2989,1.0,1.04080e+01,1.00898e+02
2990,0.0,1.04579e+01,1.01563e+02
2990,0.5,1.04576e+01,1.01061e+02
2990,1.0,1.04574e+01,1.00565e+02
2991,0.0,1.05940e+01,1.00862e+02
2991,0.5,1.05941e+01,1.00357e+02
2991,1.0,1.05941e+01,9.98574e+01
2992,0.0,1.05392e+01,9.98259e+01
2992,0.5,1.05390e+01,9.93275e+01
2992,1.0,1.05388e+01,9.88340e+01
2993,0.0,1.04006e+01,1.00717e+02
2993,0.5,1.04011e+01,1.00209e+02
2993,1.0,1.04016e+01,9.97057e+01
2994,0.0,1.05349e+01,1.00224e+02
2994,0.5,1.05350e+01,9.97246e+01
2994,1.0,1.05352e+01,9.92299e+01
2995,0.0,1.04333e+01,1.00236e+02
2995,0.5,1.04340e+01,9.97277e+01
2995,1.0,1.04347e+01,9.92243e+01
2996,0.0,1.03784e+01,1.02242e+02
2996,0.5,1.03773e+01,1.01738e+02
2996,1.0,1.03762e+01,1.01239e+02
2997,0.0,1.04757e+01,1.01293e+02
2997,0.5,1.04765e+01,1.00780e+02
2997,1.0,1.04773e+01,1.00271e+02
2998,0.0,1.05436e+01,1.00632e+02
2998,0.5,1.05435e+01,1.00133e+02
2998,1.0,1.05435e+01,9.96389e+01
2999,0.0,1.03205e+01,1.01788e+02
2999,0.5,1.03203e+01,1.01279e+02
2999,1.0,1.03201e+01,1.00775e+02
3000,0.0,1.08312e+01,9.84459e+01
3000,0.5,1.08321e+01,9.79499e+01
3000,1.0,1.08329e+01,9.74589e+01
